Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Parent_Education_Level
Student_769,Ali,Jones,Male,21,Computer Science,59.56,85.33,49.56,62.88,52.61,9.3,81.72,Grade E,19.7,None
Student_770,Emma,Smith,Male,22,Civil Engineering,89.75,80.47,97.45,61.65,96.38,0.06,86.56,Grade A,5.9,None
Student_771,Ali,Jones,Male,18,Computer Science,98.33,67.96,83.65,61.95,50.07,0.79,54.84,Grade A,6.9,Bachelor's
Student_772,Liam,Jones,Female,18,Mechanical Engineering,86.35,76.32,71.66,74.69,96.96,6.75,61.24,Grade A,29.1,Master's
Student_773,Omar,Jones,Female,24,Computer Science,99.64,45.65,96.49,79.16,72.74,2.36,98.15,Grade A,27.4,High School
Student_774,Maria,Johnson,Female,19,Computer Science,82.55,93.04,77.15,56.13,55.11,9.12,66.76,Grade D,7,PhD
Student_775,Emma,Smith,Female,23,Mechanical Engineering,60.87,72.63,83.54,94.47,83.71,6.67,63.42,Grade E,25.6,Master's
Student_776,Omar,Jones,Male,18,Computer Science,60.19,42.41,56.96,81,94.79,3.68,71.1,Grade D,7.6,PhD
Student_777,Sara,Jones,Male,18,Computer Science,66.23,95.19,75.34,79.86,71.9,4.15,64.55,Grade D,25.7,Bachelor's
Student_778,John,Johnson,Female,18,Computer Science,50.36,69.36,48.61,99.36,84.57,6.91,54.56,Grade E,27.8,None
Student_779,Ali,Smith,Male,21,Computer Science,84.08,92.12,64.27,81.41,98.97,1.41,60.4,Grade C,8.8,High School
Student_780,Ahmed,Williams,Female,18,Electrical Engineering,63.43,91.41,41.99,96.45,62.04,8.83,82.01,Grade A,8.7,None
Student_781,Ahmed,Johnson,Female,20,Mechanical Engineering,90.76,88.95,53,64.31,91.02,0.05,61.16,Grade A,28.2,Bachelor's
Student_782,Maria,Smith,Female,22,Computer Science,67.96,43.68,44.49,62.01,64.76,9.79,82.38,Grade C,12.5,Bachelor's
Student_783,Liam,Smith,Male,18,Civil Engineering,98.28,92.53,90.58,75.43,64.09,7.42,52.09,Grade A,12.6,None
Student_784,Ali,Smith,Female,23,Electrical Engineering,62.11,93.94,62.68,61.32,72.3,0.4,93.08,Grade D,23.7,None
Student_785,Sara,Davis,Male,23,Computer Science,86.06,67.48,89.9,84.98,50.25,4.31,88,Grade A,10.3,High School
Student_786,Maria,Williams,Female,18,Civil Engineering,61.05,50.51,70.57,84.53,72.26,0.7,51.54,Grade D,26.3,Bachelor's
Student_787,Maria,Smith,Female,20,Civil Engineering,75.05,98.1,54.21,72.86,81.61,4.43,61.97,Grade A,28.6,PhD
Student_788,Ahmed,Jones,Male,18,Computer Science,88.6,51.46,43.25,73.85,79.19,4.98,57.23,Grade B,7.8,None
Student_789,Ahmed,Jones,Female,20,Electrical Engineering,88.97,96.33,66.46,99.13,69.6,1.24,87.02,Grade B,24.5,Bachelor's
Student_790,Sara,Williams,Female,23,Computer Science,61.76,40.65,54.42,53.25,60.84,0.83,82.23,Grade D,22.2,Master's
Student_791,Ahmed,Johnson,Female,20,Civil Engineering,87.68,40.35,65.84,84.19,77.73,4.02,70.85,Grade A,19.4,None
Student_792,John,Smith,Female,18,Civil Engineering,93.93,69.28,90.21,91.11,50.61,8.55,83.64,Grade B,13.1,PhD
Student_793,John,Davis,Female,23,Mechanical Engineering,89.18,49.8,96.48,89.48,63.82,5.6,90.35,Grade A,7.3,PhD
Student_794,John,Smith,Female,20,Computer Science,99.09,64.7,63.23,54.74,75.35,8.05,69,Grade A,16,None
Student_795,Omar,Davis,Female,20,Computer Science,99.02,77.46,64.25,60.89,80.78,2.27,96.67,Grade B,23,Master's
Student_796,Liam,Williams,Male,21,Civil Engineering,87.67,42.81,71.6,87.11,53.54,5.85,96.19,Grade A,10.8,High School
Student_797,John,Williams,Male,21,Computer Science,88.17,54.09,50.57,55.65,81.4,1.89,59.58,Grade A,27.2,None
Student_798,Liam,Smith,Female,20,Computer Science,83.59,54.71,95.09,99.19,79.61,4.34,93.06,Grade B,28.2,PhD
Student_799,Liam,Davis,Male,19,Computer Science,64.6,79.01,73.52,80.04,97.84,4.72,76.81,Grade D,19.3,None
Student_800,Liam,Williams,Male,18,Electrical Engineering,55.52,44.68,41.87,78.06,67.28,2.82,96.71,Grade E,5.2,High School
Student_801,Maria,Williams,Male,19,Electrical Engineering,73.58,71.59,60.18,89.12,56.91,3.94,73.65,Grade D,7.3,PhD
Student_802,John,Jones,Female,24,Computer Science,96,48.89,41.73,56.46,57.44,4.23,65.94,Grade B,12.4,Bachelor's
Student_803,John,Johnson,Female,20,Civil Engineering,58.93,96.38,72.48,63.51,95.09,5.9,78.57,Grade E,7.4,None
Student_804,John,Davis,Male,18,Computer Science,64.78,78.64,59.26,67.46,59.23,0.95,99.56,Grade B,29,None
Student_805,Ahmed,Davis,Female,22,Civil Engineering,98.79,45.5,71.65,99.61,90.34,3.3,76.78,Grade A,24.1,None
Student_806,Sara,Smith,Male,19,Mechanical Engineering,51.13,43.05,45.37,93.65,96.03,4.81,87.36,Grade C,13.6,High School
Student_807,Maria,Brown,Female,22,Civil Engineering,57.38,76.56,79.67,90.39,75.01,6.6,56.04,Grade D,7.3,High School
Student_808,Sara,Brown,Female,19,Civil Engineering,51.32,76.84,78.07,82.61,61.34,7.61,89.8,Grade D,14,Bachelor's
Student_809,Ahmed,Brown,Male,23,Computer Science,99.5,69.98,86.17,92.04,50.14,4.81,58.06,Grade B,13.1,Master's
Student_810,Emma,Smith,Female,18,Civil Engineering,63.94,58.41,45.44,64.36,77.98,9.87,76.62,Grade A,7,None
Student_811,Emma,Jones,Male,22,Computer Science,99.79,70.98,79.01,79.53,81.56,0.6,94.61,Grade B,15.4,Master's
Student_812,Ahmed,Johnson,Male,19,Civil Engineering,51.66,56.95,80.66,58.43,54.4,3.01,93.8,Grade E,8.9,PhD
Student_813,Maria,Jones,Female,23,Electrical Engineering,74.08,94.01,60.1,64.33,78.22,3.12,54.47,Grade D,12,None
Student_814,Emma,Brown,Female,23,Computer Science,80.31,99.77,86.46,98.63,72.9,0.52,62.96,Grade D,17.7,High School
Student_815,Sara,Jones,Male,19,Computer Science,71.94,58.13,78.69,97.7,79.48,1.27,54.05,Grade C,8.5,None
Student_816,Emma,Johnson,Male,21,Mechanical Engineering,76.74,76.18,82.56,65.24,56.63,0.46,69.61,Grade D,28.6,High School
Student_817,Ali,Williams,Female,19,Computer Science,61.49,94.25,76.08,95.79,76.43,1.03,83.48,Grade B,10.9,Master's
Student_818,Sara,Davis,Female,22,Computer Science,55.37,54.12,64.53,61.82,71.49,9.26,52.31,Grade E,20.5,High School
Student_819,Ali,Davis,Male,23,Civil Engineering,56.98,50.52,94.14,63.29,89.92,0.87,60.15,Grade D,11.1,High School
Student_820,Omar,Williams,Female,21,Electrical Engineering,75.63,81.77,57.74,61.04,66.29,6.19,97.23,Grade D,26.3,Master's
Student_821,Ali,Davis,Male,21,Civil Engineering,66.06,98.62,40.55,67.51,78.41,2.48,97.68,Grade E,20.7,High School
Student_822,Omar,Williams,Male,19,Mechanical Engineering,99.12,57.07,46.57,82.34,87.22,0.61,58.45,Grade A,14.8,None
Student_823,Liam,Brown,Male,19,Mechanical Engineering,57.84,65.2,59.14,89.3,84.76,9.53,71.08,Grade C,14.4,Bachelor's
Student_824,John,Williams,Female,20,Mechanical Engineering,54.94,91.13,79.09,62.89,94.22,2.41,53.51,Grade C,20.7,High School
Student_825,Omar,Johnson,Female,19,Computer Science,65.92,86.28,50.14,61.4,87.9,4.64,56.39,Grade E,10,Bachelor's
Student_826,Ahmed,Williams,Female,23,Computer Science,97.33,56.5,70.25,89.05,67.28,9.51,70.77,Grade A,7.1,None
Student_827,Ali,Davis,Female,24,Civil Engineering,69.56,96.28,70.76,92.36,67.17,4.28,54.17,Grade E,14.4,Master's
Student_828,Sara,Williams,Female,24,Civil Engineering,53.25,79.2,61.73,88.41,97.22,7.57,56.96,Grade D,6.6,Bachelor's
Student_829,Maria,Johnson,Female,18,Computer Science,69.41,98.23,91.88,53.72,95.73,7.27,94.12,Grade C,5.4,None
Student_830,Liam,Smith,Male,19,Mechanical Engineering,61.5,89.27,45.65,52.29,68.33,6.91,58.15,Grade A,9.1,Bachelor's
Student_831,Ali,Smith,Female,23,Electrical Engineering,80.9,88.79,58.16,55.28,93.3,0.38,94.7,Grade E,5.9,None
Student_832,John,Brown,Male,24,Mechanical Engineering,53.37,60.24,82.92,72.02,66.17,4.42,92.26,Grade D,6.7,High School
Student_833,Ahmed,Brown,Female,23,Computer Science,73.24,97.84,79.45,73.81,57.68,7.86,51.15,Grade C,10,None
Student_834,Maria,Johnson,Female,23,Computer Science,80.47,41.32,51.28,90.81,81.97,4.74,79.05,Grade B,23,Bachelor's
Student_835,Liam,Smith,Male,24,Civil Engineering,68.36,78.89,61.97,64.28,64.76,1.3,65.79,Grade C,17.8,Master's
Student_836,Sara,Jones,Male,21,Computer Science,73.75,91.97,52.34,86.43,90.79,9.83,69.76,Grade B,15.5,Bachelor's
Student_837,Maria,Jones,Male,24,Computer Science,69.42,76.18,74.62,62.07,99.38,2.36,55.38,Grade C,5.2,High School
Student_838,Omar,Davis,Female,23,Civil Engineering,67.13,88.95,40.32,91.77,76.54,3.67,98.47,Grade A,22.8,PhD
Student_839,Emma,Johnson,Male,19,Computer Science,51.09,58.74,82.78,73.48,78.46,2.75,58.73,Grade E,6.2,PhD
Student_840,Liam,Brown,Male,23,Computer Science,68,53.72,64.86,66.15,91.81,0.4,81.66,Grade B,12,Bachelor's
Student_841,Sara,Jones,Male,24,Computer Science,57.27,51.23,88.64,75.84,80.74,3.94,54.74,Grade D,22,High School
Student_842,Emma,Williams,Female,20,Mechanical Engineering,79.56,80.82,46.67,50.36,82.88,9.67,61.48,Grade C,13,High School
Student_843,John,Brown,Female,18,Mechanical Engineering,94.61,63.65,42.46,96.12,87.54,6.98,82.35,Grade A,14,Bachelor's
Student_844,Liam,Jones,Male,24,Computer Science,85,87.73,60.04,53.3,83.41,7.07,64.15,Grade E,21.2,PhD
Student_845,John,Williams,Male,19,Computer Science,57.43,42.21,77.56,96.93,87.29,4.53,76.64,Grade D,15,PhD
Student_846,Omar,Brown,Female,22,Computer Science,72.7,96.46,74.84,76.73,56.75,9.62,86.69,Grade D,23.1,None
Student_847,Omar,Davis,Female,22,Computer Science,76.31,82.8,87.99,75.29,89.27,0.99,51.76,Grade C,23.8,PhD
Student_848,John,Johnson,Male,23,Mechanical Engineering,96.58,94.28,76.67,61.94,99.63,2.25,60.75,Grade A,13,High School
Student_849,Ahmed,Jones,Female,19,Computer Science,96.09,92.19,54.13,76.46,98.33,6.75,64.07,Grade A,19.6,Master's
Student_850,Sara,Brown,Male,24,Computer Science,63.29,65.47,47.68,53,52.82,1.09,93.31,Grade B,23.7,PhD
Student_851,Emma,Johnson,Female,24,Electrical Engineering,75.75,82.63,89.17,84.11,77.97,7.83,53.3,Grade C,14.9,None
Student_852,Liam,Davis,Male,22,Mechanical Engineering,96.72,59.52,95.61,74.29,88.73,5.16,51.26,Grade A,12.3,PhD
Student_853,Omar,Brown,Female,23,Computer Science,63.7,46.57,48.54,55.55,73.73,1.51,79.52,Grade D,13.7,Master's
Student_854,Ahmed,Johnson,Male,22,Computer Science,96.04,54.85,93.48,84.96,65.1,9.94,83.52,Grade A,16.6,High School
Student_855,Sara,Jones,Female,20,Computer Science,80.48,61.65,40.76,93.3,62.42,1.33,77.07,Grade D,17.1,Bachelor's
Student_856,Omar,Williams,Female,18,Electrical Engineering,84.09,77.23,63.48,65.57,63.05,5.8,58.73,Grade A,9.1,Master's
Student_857,Ali,Davis,Female,24,Civil Engineering,75.28,79.96,70.55,54.43,87.86,3.79,92.05,Grade D,21.2,High School
Student_858,Emma,Jones,Female,22,Mechanical Engineering,92.63,58.29,89.17,65.33,67.18,0.48,69.24,Grade A,26,Master's
Student_859,Emma,Johnson,Male,22,Electrical Engineering,70.04,61.89,61.16,51.07,90.7,1.26,94.71,Grade D,19.2,High School
Student_860,Ali,Davis,Female,22,Civil Engineering,77.26,90.1,95.39,68.29,87.31,9.07,86.09,Grade B,8.7,PhD
Student_861,Ahmed,Johnson,Male,20,Civil Engineering,97.06,92.76,66.7,81.41,64.96,9.44,94.35,Grade B,11.2,None
Student_862,Maria,Brown,Female,22,Civil Engineering,86.97,60.86,55.88,82.56,56.48,9.86,95.89,Grade A,7.3,None
Student_863,Maria,Smith,Female,19,Civil Engineering,96.63,53.42,45.76,81.56,75.49,7.29,62.04,Grade B,7.4,Master's
Student_864,John,Johnson,Female,23,Computer Science,78.06,67.39,64.41,69.5,61.86,8.66,97.73,Grade B,22.2,High School
Student_865,Sara,Williams,Male,22,Civil Engineering,91.92,64.14,78.69,88.06,89.88,4.73,67.19,Grade A,25,PhD
Student_866,Omar,Johnson,Female,18,Computer Science,59.26,84.96,48.06,62.31,58.56,2.65,95.75,Grade E,9.9,PhD
Student_867,Maria,Johnson,Male,21,Civil Engineering,77.74,44.38,97.24,93.13,80.42,2.89,55.63,Grade C,21.2,PhD
Student_868,Omar,Davis,Male,21,Computer Science,86.11,79.57,75.58,79.45,52.57,9.81,67.94,Grade A,22.3,PhD
Student_869,Emma,Smith,Female,18,Computer Science,95.2,82.96,77.58,73.93,77.48,8.89,74.72,Grade A,9.9,Master's
Student_870,Omar,Davis,Male,24,Computer Science,75.44,85.64,60.54,69.14,58.79,2.76,64.71,Grade D,23,None
Student_871,Liam,Williams,Male,21,Civil Engineering,69.71,75.23,76.24,54.49,67.34,9.89,95.17,Grade C,12.9,High School
Student_872,Ali,Davis,Male,19,Computer Science,73.41,96.47,97.27,72.98,67.19,9.07,89.97,Grade E,28.5,PhD
Student_873,Maria,Williams,Female,23,Computer Science,95.31,76.65,61.59,99.67,91.32,5.52,55.72,Grade B,6.8,PhD
Student_874,John,Davis,Male,21,Computer Science,96.54,76.68,92.99,85.83,61.28,6.93,53.91,Grade A,10.7,Bachelor's
Student_875,Sara,Jones,Male,24,Civil Engineering,94.77,84.19,48.93,77.34,54.32,7.48,74.91,Grade A,19.5,None
Student_876,Ali,Smith,Female,20,Civil Engineering,56.92,59.99,96.17,76.65,80.18,2.04,88.27,Grade D,29.2,PhD
Student_877,Emma,Jones,Male,19,Computer Science,97.42,94.97,62.78,97.87,64.74,5.27,82.07,Grade A,25.4,High School
Student_878,Sara,Jones,Female,23,Computer Science,75.93,92.21,83.09,84.12,88.8,3.97,86.3,Grade C,13.8,Bachelor's
Student_879,Liam,Johnson,Female,19,Civil Engineering,88.95,53.12,83.18,54.95,67.38,6.02,71.77,Grade A,29.9,PhD
Student_880,Sara,Davis,Male,18,Electrical Engineering,78.1,67.36,68.78,60.39,76.27,3.53,84.66,Grade E,25.4,PhD
Student_881,John,Jones,Male,22,Computer Science,99.67,91.14,71.39,59.2,57.33,6.99,57.98,Grade A,11.2,PhD
Student_882,Emma,Johnson,Female,18,Civil Engineering,74.71,66.83,73.52,77.26,63.95,5.12,99.28,Grade D,13.4,PhD
Student_883,Ahmed,Jones,Female,22,Civil Engineering,92.85,79.38,73.5,50.88,98.66,2.54,52.31,Grade B,14.5,PhD
Student_884,Ali,Brown,Female,21,Mechanical Engineering,77.31,63.43,82.59,87.2,86.41,4.55,74.79,Grade B,15.8,High School
Student_885,Ali,Davis,Male,24,Civil Engineering,70.58,61.04,83.02,59.44,79.26,2.93,66.25,Grade E,29.8,PhD
Student_886,Emma,Johnson,Male,22,Computer Science,69.67,84.58,86.21,67.75,85.5,9.07,99.5,Grade C,15.7,Bachelor's
Student_887,Ahmed,Jones,Male,21,Civil Engineering,86.7,70.09,41.18,66.93,88.17,1.56,61.76,Grade A,6.6,High School
Student_888,Emma,Brown,Male,24,Civil Engineering,62.58,84.71,46.12,99.39,70.64,7.03,87.48,Grade B,6.3,Master's
Student_889,Omar,Smith,Male,20,Civil Engineering,67.76,41.23,83.78,80.6,64.76,9.75,94.48,Grade E,24.2,High School
Student_890,Maria,Smith,Female,20,Mechanical Engineering,84.54,66.19,66.24,54.83,70.63,7.22,93.24,Grade A,29.3,Master's
Student_891,Emma,Jones,Male,23,Civil Engineering,98.01,67.4,81.44,84.96,80.81,5.18,53.16,Grade A,8,Master's
Student_892,John,Davis,Female,21,Mechanical Engineering,82.05,89.1,42.18,64.14,58.92,0.69,82.03,Grade A,29.5,None
Student_893,Emma,Davis,Female,20,Computer Science,80.85,72.86,53.41,99.41,65.25,0.47,85.01,Grade D,15.3,High School
Student_894,Emma,Jones,Male,20,Civil Engineering,77.67,93.14,76.99,97.53,81.96,1.22,59.52,Grade C,20.8,Bachelor's
Student_895,Emma,Jones,Male,24,Electrical Engineering,54.42,82.77,90.83,86.76,78.97,2.96,88.9,Grade D,5,PhD
Student_896,Liam,Jones,Male,24,Mechanical Engineering,80.1,85.27,55.53,55.28,89.56,7.28,94.9,Grade C,13.8,None
Student_897,Omar,Johnson,Male,23,Civil Engineering,89.2,45,65.21,53.6,84.92,3.1,74.98,Grade A,22.3,PhD
Student_898,John,Davis,Male,23,Computer Science,89.05,66.25,92.6,98.61,93.03,9.38,57.92,Grade A,19.9,PhD
Student_899,Omar,Davis,Male,24,Mechanical Engineering,99.5,99.06,42.15,92.83,85.94,4.95,58.08,Grade A,29.6,PhD
Student_900,Liam,Williams,Male,22,Computer Science,79.06,72.54,53.38,88.41,75.01,6.68,88.07,Grade A,5.1,PhD
Student_901,Ahmed,Jones,Male,18,Computer Science,55.44,79.74,67.04,68.79,63.66,7.03,67.07,Grade D,13.4,Bachelor's
Student_902,Sara,Williams,Male,20,Computer Science,53.36,68.42,71.95,72.9,65.74,9.12,83.86,Grade E,6.2,Bachelor's
Student_903,Maria,Smith,Male,19,Computer Science,86.55,71.06,41.14,79.26,71.24,6.85,88.88,Grade A,26.6,Master's
Student_904,John,Jones,Male,21,Electrical Engineering,68.44,86.13,87.33,68.87,94.64,9.46,57.62,Grade C,7.8,Bachelor's
Student_905,Emma,Brown,Male,21,Computer Science,66.05,73.79,58.95,66.63,53.89,7.67,61.83,Grade C,5.9,Bachelor's
Student_906,Emma,Brown,Male,22,Computer Science,63.27,80.15,81.53,64.34,70.48,1.11,61.48,Grade B,20.6,Bachelor's
Student_907,Ali,Williams,Male,21,Computer Science,82.62,59.65,89.14,88.22,74.33,8.3,54.4,Grade E,13.3,Bachelor's
Student_908,Emma,Jones,Male,24,Mechanical Engineering,77.95,64.56,84.45,96.71,88.28,2.53,57.51,Grade A,20.6,High School
Student_909,Emma,Jones,Female,21,Mechanical Engineering,82.07,98.76,91.86,56.87,66.86,4.05,79.49,Grade E,29.2,Bachelor's
Student_910,Emma,Williams,Male,23,Civil Engineering,89.74,99.76,50.96,54.64,82.37,3.1,57.48,Grade A,8.9,None
Student_911,Ali,Jones,Female,21,Computer Science,61.47,69.39,58.29,98.05,66.43,8.55,87.57,Grade C,6.1,High School
Student_912,Sara,Williams,Female,18,Civil Engineering,57.94,53.19,78.17,60.76,99.28,7.69,78.68,Grade E,24.9,PhD
Student_913,Omar,Williams,Male,20,Computer Science,89.12,70.45,83.98,59.87,93.79,5.23,97,Grade A,7.3,None
Student_914,John,Jones,Male,19,Computer Science,85.39,42.38,72.08,94.44,64.82,6.64,89.91,Grade B,11.9,Bachelor's
Student_915,Liam,Jones,Female,24,Civil Engineering,59.13,94.29,44.44,98.39,75.4,9.85,92.64,Grade C,10.1,Bachelor's
Student_916,Sara,Smith,Male,19,Civil Engineering,55.81,89.11,90.5,84.88,61.54,3.98,81.96,Grade C,13.8,Bachelor's
Student_917,Ahmed,Brown,Male,20,Civil Engineering,88.83,76.59,64.33,74.29,84.17,5.34,67.54,Grade A,28.8,None
Student_918,Emma,Jones,Male,19,Civil Engineering,56.21,56.68,54.24,56.63,79.69,9.86,86.72,Grade E,15.4,Master's
Student_919,Emma,Davis,Male,19,Mechanical Engineering,50.94,74.88,94.7,93.21,51.28,1.09,93.35,Grade E,24.4,High School
Student_920,Maria,Brown,Male,19,Mechanical Engineering,73.76,99.91,81.73,68.65,56.64,6.5,81.17,Grade A,17.5,High School
Student_921,Ali,Jones,Female,22,Mechanical Engineering,71.08,75.3,56.58,76.62,66.77,5.17,78.43,Grade E,29.1,None
Student_922,Ali,Davis,Male,20,Computer Science,52.27,70.22,82.91,66.49,75.92,5.62,62.74,Grade C,29.7,PhD
Student_923,Maria,Davis,Male,24,Computer Science,68.08,82.67,90.26,83.74,70.06,8.39,97.99,Grade E,9,Master's
Student_924,Omar,Davis,Male,23,Computer Science,87.82,86.46,67.15,58.63,95.27,8.39,97.51,Grade A,17.1,High School
Student_925,Ali,Johnson,Female,18,Computer Science,68.45,40.03,84.87,56.09,54.67,7.26,50.21,Grade C,12.6,Bachelor's
Student_926,Ahmed,Williams,Male,24,Computer Science,97.53,79.99,42.15,62.03,78.17,3.28,75.91,Grade A,20.7,High School
Student_927,Emma,Williams,Male,18,Civil Engineering,55.44,55.96,56.98,95.56,85.43,5.47,91.98,Grade D,16.3,High School
Student_928,Omar,Jones,Male,21,Mechanical Engineering,80.4,96.43,78.88,90.94,84.22,8.38,74.98,Grade B,13.8,High School
Student_929,Maria,Jones,Female,19,Electrical Engineering,97.45,54.43,44.41,64.3,62.8,2.32,68.19,Grade A,19.6,PhD
Student_930,Ahmed,Johnson,Female,19,Computer Science,99.49,45.7,57.24,96.97,91.64,5.19,63.31,Grade B,26.2,High School
Student_931,John,Williams,Male,21,Computer Science,74.21,44.16,74.17,95.72,72.48,6.59,62.97,Grade A,29,High School
Student_932,John,Smith,Male,18,Computer Science,73.4,70.28,59.11,52.16,99.36,9.88,78.1,Grade D,25,Bachelor's
Student_933,Ali,Brown,Male,21,Computer Science,82.25,78.5,65.08,88.52,51.16,0.31,58.34,Grade B,28.4,Master's
Student_934,Sara,Jones,Male,21,Civil Engineering,81.7,81.42,40.56,60.76,59.02,9.88,50.52,Grade C,24.1,PhD
Student_935,Liam,Williams,Male,20,Mechanical Engineering,93.7,43.66,56.58,72.99,77.78,9.77,80.67,Grade B,7.4,Master's
Student_936,Sara,Jones,Female,22,Civil Engineering,81.98,96.19,62.59,58.53,60.54,8.67,89.28,Grade E,21.6,Bachelor's
Student_937,Maria,Williams,Female,18,Mechanical Engineering,72.79,61.37,71.63,51.12,58.03,3.24,70.84,Grade A,9.3,Bachelor's
Student_938,Sara,Smith,Male,18,Computer Science,72.89,63.96,84.03,78.56,93.77,9.34,64.9,Grade B,10,None
Student_939,Ahmed,Brown,Male,21,Mechanical Engineering,50.82,84.76,42.85,75.87,68.06,3.33,68.43,Grade E,6.5,PhD
Student_940,Sara,Williams,Male,19,Civil Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,Grade B,16.2,High School
Student_941,Maria,Davis,Male,18,Mechanical Engineering,91.13,47.11,91.72,94.87,71.27,3.45,58.74,Grade A,27.2,None
Student_942,Ali,Johnson,Female,23,Civil Engineering,63.94,67.29,62.38,72.97,61.57,3.52,88.14,Grade A,14.1,PhD
Student_943,Ali,Williams,Male,18,Civil Engineering,92.73,41.2,55.45,84.47,75.28,6.77,74.94,Grade A,6.3,Master's
Student_944,Omar,Brown,Male,20,Computer Science,85.99,53.3,43.13,57.44,96.72,9.36,54.52,Grade B,25.6,PhD
Student_945,Liam,Johnson,Male,22,Civil Engineering,67.38,79.83,68.72,83.23,76.1,6.02,81.68,Grade E,18.9,None
Student_946,Omar,Davis,Male,18,Computer Science,65.12,43.58,70.82,72.82,63.64,6,59.66,Grade D,20.8,None
Student_947,Emma,Johnson,Male,20,Computer Science,78.39,71.01,66.41,73.86,51.39,1.35,85.11,Grade A,19.4,High School
Student_948,Omar,Brown,Female,18,Civil Engineering,91.76,91.28,82.53,79.92,76.3,8.94,65.03,Grade B,12.9,Master's
Student_949,Ali,Davis,Male,22,Computer Science,59.63,83.94,43.49,51.47,66.86,0.42,62.42,Grade C,11.1,PhD
Student_950,Ahmed,Smith,Female,22,Computer Science,85.47,44.76,43.59,99.48,98.19,6.41,87.71,Grade A,30,None
Student_951,Emma,Davis,Male,21,Mechanical Engineering,53.07,52.55,62.24,85.82,58.57,6.15,86.68,Grade D,26.3,Master's
Student_952,Maria,Williams,Male,24,Computer Science,95.95,58.71,51.7,71.27,89.7,2.08,57.44,Grade A,12,PhD
Student_953,Emma,Johnson,Male,21,Computer Science,74.54,99.06,57.24,83.61,98.48,2.72,64.71,Grade D,29.8,Master's
Student_954,Ahmed,Williams,Female,23,Civil Engineering,72.4,70.88,82.29,65.85,90.13,8.82,64.38,Grade E,16.6,Bachelor's
Student_955,Liam,Davis,Male,20,Civil Engineering,98.67,84.51,62.5,61.47,81.53,8.56,98.8,Grade A,10.7,Master's
Student_956,John,Johnson,Female,18,Civil Engineering,99.52,80.98,47.93,69,84.86,0.64,87.51,Grade A,10.8,Bachelor's
Student_957,John,Smith,Female,19,Computer Science,75.72,50.29,52.5,60.94,83.33,2.57,77.65,Grade E,8.3,Master's
Student_958,Ali,Williams,Male,24,Computer Science,78.47,60.81,52.07,81.84,82.88,7.39,64.27,Grade B,5.3,None
Student_959,Liam,Smith,Female,22,Computer Science,85.56,86.85,89.55,77.4,55.44,1.36,52.48,Grade A,13.9,PhD
Student_960,Emma,Davis,Male,20,Civil Engineering,85.62,56.96,82.95,79.2,97.25,2.55,93.79,Grade B,23.9,PhD
Student_961,Maria,Johnson,Male,18,Computer Science,55.77,73.84,78.74,60.81,77.56,6.75,80.01,Grade C,27.1,PhD
Student_962,Liam,Davis,Male,18,Computer Science,78.51,64.26,94.99,69.58,82.48,3.37,55.37,Grade C,20,PhD
Student_963,Ahmed,Williams,Female,24,Mechanical Engineering,78.42,69.4,43.5,91.36,51.74,6.04,88.32,Grade A,15.6,High School
Student_964,Liam,Smith,Male,18,Computer Science,84.12,61.31,50.05,57.42,98.05,2.06,87.79,Grade E,6,High School
Student_965,Ali,Smith,Female,19,Mechanical Engineering,81.33,80.49,62.35,96.64,78.17,5.12,59.42,Grade C,13,Master's
Student_966,Emma,Davis,Female,19,Mechanical Engineering,75.35,92.44,52.39,86.26,96.47,1.98,66.48,Grade D,24.1,High School
Student_967,Maria,Davis,Female,18,Mechanical Engineering,88.67,49.32,48.97,91.34,61.01,4.62,92.37,Grade B,22.8,High School
Student_968,Emma,Johnson,Female,23,Computer Science,85.28,89.37,70.55,60.19,96.55,6.93,52.18,Grade A,26.7,None
Student_969,John,Smith,Male,20,Computer Science,55.95,55.29,95.68,60.91,86.83,9.65,74.96,Grade D,6.2,None
Student_970,Ahmed,Jones,Male,22,Civil Engineering,79.56,65.64,63.52,87.93,50.95,7.9,58.98,Grade C,20.1,Master's
Student_971,Ahmed,Davis,Female,18,Civil Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,Grade E,29.3,Bachelor's
Student_972,John,Johnson,Female,22,Computer Science,92.65,51.82,57.47,66.12,79.14,0.79,70.63,Grade B,15.2,Bachelor's
Student_973,John,Brown,Female,18,Civil Engineering,85.13,49.59,54.71,69.93,85.07,1.36,55.02,Grade A,20.6,None
Student_974,Emma,Johnson,Female,18,Civil Engineering,88.7,68.38,59.46,91.45,60.51,2.51,65.88,Grade A,13.8,Bachelor's
Student_975,Emma,Williams,Male,21,Mechanical Engineering,64.39,99.83,89.13,96.3,92.29,2.14,88.29,Grade A,22.2,PhD
Student_976,Ahmed,Davis,Female,21,Mechanical Engineering,53.15,84.87,58.63,83.32,90.65,1.26,81.11,Grade D,25.6,High School
Student_977,Sara,Davis,Male,18,Mechanical Engineering,89.83,95.8,78.29,78.66,97.66,2.36,72.56,Grade A,22.8,High School
